command,command_key,base_command,category,description,examples,source_line,source_page,canonical_source,source_files,status,duplicate_type,duplicate_of,quality_flags,confidence
firewall-cmd --zone=public,firewall-cmd --zone=public,firewall-cmd,Networking,Wybór strefy,firewall-cmd --zone=public --list-all,7015,135,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
firewall-cmd --zone=public --add-port=8080/tcp --permanent,firewall-cmd --zone=public --add-port=8080/tcp --permanent,firewall-cmd,Networking,firewalld (RHEL/Fedora),firewall-cmd --zone=public --add-port=8080/tcp --permanent,7020,135,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
firewall-cmd --zone=public --add-service=http --permanent,firewall-cmd --zone=public --add-service=http --permanent,firewall-cmd,Networking,firewalld (RHEL/Fedora),firewall-cmd --zone=public --add-service=http --permanent,7025,135,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ftp,ftp,ftp,Networking,FTP client,ftp ftp.example.com,7030,135,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
fusermount,fusermount,fusermount,Networking,Unmount FUSE 135,fusermount -u /mnt,7035,135,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
haproxy,haproxy,haproxy,Networking,Load balancer,haproxy -f /etc/haproxy/haproxy.cfg,7045,136,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
host,host,host,Networking,Proste zapytanie DNS,host google.com,7050,136,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,command_index,host,,high
host -t,host -t,host,Networking,Sekcja Komend,host -t,7055,136,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
host example.com # proste zapytanie,host example.com # proste zapytanie,host,Networking,Diagnostyka,host example.com # proste zapytanie,7060,136,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
host hostname,host hostname,host,Networking,Sekcja Komend,host hostname,7065,136,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
host image,host image,host,Networking,Sekcja Komend,host image,7070,136,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
hostapd,hostapd,hostapd,Networking,Access point daemon,hostapd /etc/hostapd.conf,7075,136,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
httpd -S,httpd -S,httpd,Networking,Apache vhosts 136,httpd -S,7080,136,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
httpd / apachectl,httpd / apachectl,httpd,Networking,Apache apachectl configtest,,7090,137,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ip,ip,ip,Networking,Uruchomienie kontenera z pełnymi uprawnieniami roota hosta i dostępem do surowego systemu,ip addr | ip,7095,137,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | encyklopedia_inzynierii_linux.pdf | komendy,duplicate_existing,command_index,ip,,high
ip -6 addr,ip -6 addr,ip,Networking,Sekcja Komend,ip -6 addr,7101,137,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
ip -6 route,ip -6 route,ip,Networking,Sekcja Komend,ip -6 route,7106,137,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
ip -s link,ip -s link,ip,Networking,Statystyki interfejsu,ip -s link,7111,137,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ip addr,ip addr,ip,Networking,interface addresses. SAFE,ip addr,7116,137,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy | linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,canonical+command_index,ip addr,,high
ip addr add,ip addr add,ip,Networking,Sekcja Komend,ip addr add,7121,137,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ip addr add,weak_description,high
ip addr add 10.0.0.1/24 dev veth0,ip addr add 10.0.0.1/24 dev veth0,ip,Networking,/etc/modprobe.d/bonding.conf 137,ip addr add 10.0.0.1/24 dev veth0,7126,137,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip addr add 10.0.100.1/24 dev eth0.100,ip addr add 10.0.100.1/24 dev eth0.100,ip,Networking,/etc/modprobe.d/bonding.conf,ip addr add 10.0.100.1/24 dev eth0.100,7136,138,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip addr add 192.168.1.1/24 dev br0,ip addr add 192.168.1.1/24 dev br0,ip,Networking,/etc/modprobe.d/bonding.conf,ip addr add 192.168.1.1/24 dev br0,7141,138,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip addr add 192.168.1.10/24 dev bond0,ip addr add 192.168.1.10/24 dev bond0,ip,Networking,/etc/modprobe.d/bonding.conf,ip addr add 192.168.1.10/24 dev bond0,7146,138,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip addr add 192.168.1.10/24 dev eth0 # dodaj adres,ip addr add 192.168.1.10/24 dev eth0 # dodaj adres,ip,Networking,Narzędzia ip (iproute2),ip addr add 192.168.1.10/24 dev eth0 # dodaj adres,7151,138,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip addr del,ip addr del,ip,Networking,Sekcja Komend,ip addr del,7156,138,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ip addr del,weak_description,high
ip addr del 192.168.1.10/24 dev eth0 # usuń adres,ip addr del 192.168.1.10/24 dev eth0 # usuń adres,ip,Networking,Narzędzia ip (iproute2),ip addr del 192.168.1.10/24 dev eth0 # usuń adres,7161,138,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip addr flush dev eth0,ip addr flush dev eth0,ip,Networking,Natychmiastowe usunięcie wszystkich adresów IP przypisanych do interfejsu produkcyjnego,ip addr flush dev eth0,7166,138,runtime/knowledge/source/linux_master_library_v1.pdf,encyklopedia_inzynierii_linux.html | encyklopedia_inzynierii_linux.pdf,candidate,,,,high
ip link,ip link,ip,Networking,Dodatek B: Komendy Ratunkowe 138,ip link set eth0 up | ip link,7171,138,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link add bond0 type bond mode 802.3ad,ip link add bond0 type bond mode 802.3ad,ip,Networking,/etc/modprobe.d/bonding.conf,ip link add bond0 type bond mode 802.3ad,7182,139,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link add br0 type bridge,ip link add br0 type bridge,ip,Networking,/etc/modprobe.d/bonding.conf,ip link add br0 type bridge,7187,139,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link add link eth0 name eth0.100 type vlan id,ip link add link eth0 name eth0.100 type vlan id,ip,Networking,/etc/modprobe.d/bonding.conf,ip link add link eth0 name eth0.100 type vlan id 100,7192,139,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link add type bridge,ip link add type bridge,ip,Networking,Tworzy bridge,ip link add br0 type bridge,7197,139,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ip link add veth0 type veth peer name veth1,ip link add veth0 type veth peer name veth1,ip,Networking,/etc/modprobe.d/bonding.conf,ip link add veth0 type veth peer name veth1,7202,139,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link add vxlan0 type vxlan id 42 remote 1.2.3.4 dstport,ip link add vxlan0 type vxlan id 42 remote 1.2.3.4 dstport,ip,Networking,Narzędzia ip (iproute2),ip link add vxlan0 type vxlan id 42 remote 1.2.3.4 dstport 4789,7207,139,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set bond0 up,ip link set bond0 up,ip,Networking,/etc/modprobe.d/bonding.conf,ip link set bond0 up,7212,139,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set br0 up,ip link set br0 up,ip,Networking,/etc/modprobe.d/bonding.conf 139,ip link set br0 up,7217,139,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set dev eth0 xdp obj xdp_prog.o,ip link set dev eth0 xdp obj xdp_prog.o,ip,Networking,Programy XDP działają na poziomie sterownika NIC,ip link set dev eth0 xdp obj xdp_prog.o,7227,140,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set dev eth0 xdp off,ip link set dev eth0 xdp off,ip,Networking,Programy XDP działają na poziomie sterownika NIC,ip link set dev eth0 xdp off,7232,140,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set eth0 down,ip link set eth0 down,ip,Networking,on primary remote interface.,ip link set eth0 down,7237,140,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index,ip link set eth0 down,,high
ip link set eth0 master bond0,ip link set eth0 master bond0,ip,Networking,/etc/modprobe.d/bonding.conf,ip link set eth0 master bond0,7242,140,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set eth0 master br0,ip link set eth0 master br0,ip,Networking,/etc/modprobe.d/bonding.conf,ip link set eth0 master br0,7247,140,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set eth0 mtu,ip link set eth0 mtu,ip,Networking,Sekcja Komend,ip link set eth0 mtu,7252,140,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ip link set eth0 mtu,weak_description,high
ip link set eth0 mtu 9000 # ustaw,ip link set eth0 mtu 9000 # ustaw,ip,Networking,Narzędzia ip (iproute2),ip link set eth0 mtu 9000 # ustaw,7257,140,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set eth0 up,ip link set eth0 up,ip,Networking,bring interface up. CAUTION 140,ip link set eth0 up,7262,140,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index,ip link set eth0 up,,high
ip link set eth0 up/down # włącz/wyłącz,ip link set eth0 up/down # włącz/wyłącz,ip,Networking,Narzędzia ip (iproute2),ip link set eth0 up/down # włącz/wyłącz,7272,141,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set eth0.100 up,ip link set eth0.100 up,ip,Networking,/etc/modprobe.d/bonding.conf,ip link set eth0.100 up,7277,141,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set eth1 master bond0,ip link set eth1 master bond0,ip,Networking,/etc/modprobe.d/bonding.conf,ip link set eth1 master bond0,7282,141,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set eth1 master br0,ip link set eth1 master br0,ip,Networking,/etc/modprobe.d/bonding.conf,ip link set eth1 master br0,7287,141,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set veth0 up,ip link set veth0 up,ip,Networking,/etc/modprobe.d/bonding.conf,ip link set veth0 up,7292,141,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip link set veth1 netns ns1,ip link set veth1 netns ns1,ip,Networking,/etc/modprobe.d/bonding.conf,ip link set veth1 netns ns1,7297,141,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip maddr,ip maddr,ip,Networking,Multicast addresses,ip maddr,7302,141,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ip monitor,ip monitor,ip,Networking,Monitoruje zmiany 141,ip monitor all,7307,141,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ip neigh,ip neigh,ip,Networking,ARP table check. SAFE,ip neigh,7317,142,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy | linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip neigh add 192.168.1.1 lladdr aa:bb:cc:dd:ee:ff dev eth0,ip neigh add 192.168.1.1 lladdr aa:bb:cc:dd:ee:ff dev eth0,ip,Networking,Narzędzia ip (iproute2),ip neigh add 192.168.1.1 lladdr aa:bb:cc:dd:ee:ff dev eth0,7322,142,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip neigh flush all,ip neigh flush all,ip,Networking,Sekcja Komend,ip neigh flush all,7327,142,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ip neigh flush all,weak_description,high
ip netns,ip netns,ip,Networking,Komentarz Komentarz w skrypcie function myfunc() { Definicja funkcji,ip netns add myns | ip netns,7332,142,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,candidate,,,,high
ip netns add myns,ip netns add myns,ip,Networking,Komentarz Komentarz w skrypcie function myfunc() { Definicja funkcji,ip netns add myns,7338,142,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ip netns add myns,,high
ip netns add ns1,ip netns add ns1,ip,Networking,/etc/modprobe.d/bonding.conf,ip netns add ns1,7343,142,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip netns delete myns,ip netns delete myns,ip,Networking,Komentarz Komentarz w skrypcie function myfunc() { Definicja funkcji,ip netns delete myns,7348,142,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ip netns delete myns,,high
ip netns exec,ip netns exec,ip,Networking,Wykonuje w namespace 142,ip netns exec myns bash,7353,142,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ip netns exec myns,ip netns exec myns,ip,Networking,Komentarz Komentarz w skrypcie function myfunc() { Definicja funkcji,ip netns exec myns,7363,143,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ip netns exec myns,,high
ip netns exec ns1 ip addr,ip netns exec ns1 ip addr,ip,Networking,run in namespace. CAUTION,ip netns exec ns1 ip addr,7368,143,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ip netns exec ns1 ip addr add 10.0.0.2/24 dev veth1,ip netns exec ns1 ip addr add 10.0.0.2/24 dev veth1,ip,Networking,/etc/modprobe.d/bonding.conf,ip netns exec ns1 ip addr add 10.0.0.2/24 dev veth1,7373,143,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip netns exec ns1 ip link set lo up,ip netns exec ns1 ip link set lo up,ip,Networking,/etc/modprobe.d/bonding.conf,ip netns exec ns1 ip link set lo up,7378,143,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ip netns exec ns1 ip link set veth1 up,ip netns exec ns1 ip link set veth1 up,ip,Networking,/etc/modprobe.d/bonding.conf,ip netns exec ns1 ip link set veth1 up,7383,143,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
